formula,target
Ta2Zn2FeO8,1
CaCoO3,1
TmClO,1
Sn3(HO2)2,1
LiNiPO4,1
Ta2Zn2CoO8,1
V3Fe3(TeO8)2,1
Ga2Os,1
SrTa2Bi2O9,1
MgMn4O9,1
Li4V(TeO4)3,1
VH2O3,1
Tl2PAuS4,1
H2PbO2,1
LiSnPO4,1
Al2Si2H4O9,1
Mo3O7,1
ZrI2,1
SmZnPO,1
Li2H2Pd,1
LiV2OF7,1
BaY3Br11,1
Ca(TiS2)8,1
Tl(MoO3)3,1
MoN,1
V4ZnO10,1
CaH6C2O7,1
LiAsO3,1
Th(TeI)2,1
Na(SnAs)2,1
Sr(AlCl4)2,1
MgCr2O5,1
HfGeTe4,1
HgH2NCl,1
Sr2Cu2BiO7,1
Si(PbS2)2,1
MgGe2WO6,1
Hg3AsSe4Br,1
CdHgAsBr,1
Se2Cl2O5,1
NaCdPO4,1
Li2Fe2Si2O7,1
LiMnF3,1
Cu3OF5,1
PrS3,1
K(SbSe2)2,1
Cr4O9,1
ZnCo2S5,1
VOF,1
NbBi7O13,1
YTiF5,1
MnBiS2Br,1
Li2Nb4O11,1
Ag(TeMo)6,1
FeCo3O8,1
MgMo2O5,1
YCl,1
In2GaBiS6,1
NdS3,1
CdPS3,1
Si3Mo,1
SbBrO,1
WF5,1
Hg(BiS2)2,1
NaBH8O7,1
Fe3P2(HO)16,1
Tl2Ni(CN)4,1
VAg(PSe3)2,1
Mg(AgO2)2,1
Nb2WO8,1
LiWCl6,1
SiH,1
ZnCl2,1
I,1
SnSe2,1
ZnI2,1
CaI2,1
Ba2Co3O8,1
YClO,1
LiFeAs,1
TiOF,1
SbF5,1
HfTeSe4,1
AlHO2,1
NbIrS4,1
KNO3,1
Cr3Te4,1
MoF5,1
CaTi2O5,1
USe3,1
Lu2CCl2,1
NbBr2O,1
CuHO2,1
CoH2SeO4,1
LiCo5O5F,1
NiO2,1
Ca(Bi2O3)2,1
ScPS4,1
MoP4O13,1
Al2O3,1
Ge4Te7As2,1
C3N4,1
TaTe2,1
MgW2O5,1
ErCoSi2,1
YBrO,1
AgNO3,1
AlSbO3,1
VSe2,1
Hg3AsS4Cl,1
NbOF2,1
TiNbS4,1
NaSbO2,1
Mn2FeO6,1
LiMnF5,1
Sr(SnAs)2,1
V6O13,1
BiF4,1
AgBiSCl2,1
Mo(WO4)2,1
LiVSiO4,1
FeP4,1
Hf2Al4C5,1
V2MoO8,1
BaMn4O8,1
Sr3Nb4O13,1
PbClF,1
AlSnF5,1
InGeCl3,1
Fe3(O2F)2,1
PrTe2Se,1
TcS2,1
CuBiSCl2,1
ZnGeO3,1
P2WO8,1
Mg3(HO3)2,1
P4WO13,1
Zn3(InS3)2,1
GeWO4,1
P2Pd3S8,1
AlBiO3,1
GdBrO,1
Mg2Te3O8,1
Sr2Cu2O3,1
WF4,1
CrS2,1
B2(CN2)3,1
SmBrO,1
AuO2F,1
Ca3Pb3I14,1
MnOF,1
Zn(AsO2)2,1
SnSe,1
Na2Hf(HO)6,1
Hg3(BO3)2,1
BaTi4O8,1
CdBiS2Br,1
RbV4O10,1
Li2MnP2O7,1
PrIO,1
MnCSO7,1
LuIO,1
LiB(HO2)2,1
Nb2Te3,1
V2S5,1
Ni(PS3)2,1
Bi14Te13S8,1
KV3(SeO6)2,1
Bi2Te2Se,1
YbBrO,1
As2S3,1
SbN9,1
LuH2ClO2,1
LiSnCl3,1
SrTa2H2O7,1
Fe(Si2O3)2,1
V3O7,1
W(OF)2,1
Bi2Te2WO10,1
LiVCuO4,1
LiVF3,1
YMnF5,1
LiFePO4,1
Zn2Te3O8,1
Sr2Mn2GaO7,1
MnS2,1
Ba2Co3O7,1
GdSI,1
As3HO6,1
KBi(PSe3)2,1
Ta2TeO8,1
Bi2SeO5,1
Hg3Se4O5,1
Te2SO7,1
ZnP2(HO)4,1
LiVBO4,1
CdCu2O3,1
FeBiSbS4,1
YTe3,1
NbFeTe2,1
CuTe2Cl,1
SnPO3F,1
Ca2Cu(BrO)2,1
NiTeO4,1
V2H3O5,1
YbSi2Ni,1
InSb2S4Br,1
Sn(PO3)2,1
Ba(FeO2)4,1
AlTeCl7,1
Cu3Se2(ClO3)2,1
NbNiTe5,1
Ca3Fe2Cl2O5,1
Zn(BH4)2,1
V(WO4)2,1
ZrSiSe,1
TeO3,1
Si3Ir,1
Co3TeO8,1
Ag2SO4,1
LiSO3F,1
HoH2ClO2,1
Ti(GaO2)4,1
MnAs2F12,1
Mg5Sc,1
Li2CuF5,1
Mg2Ni3O8,1
Ba2YI7,1
BiMoO5,1
Sr2CrSO3,1
TiGeTe6,1
LiCu2(CO3)2,1
NaHO,1
CuO,1
SnGe,1
NbCoTe2,1
NaClO2,1
MoO2,1
Mg2As,1
ErClO,1
SiP2,1
Hg3AsSe4I,1
Ag2Bi2S3Cl2,1
Li2CeP2,1
NdIO,1
SrTiSi2O7,1
Co3NiO8,1
Ba2TlNi2O7,1
Fe3S4,1
ZnCr2S5,1
AgHO2,1
InTeCl,1
Cr(OF)2,1
Sr2TaCu2O7,1
ZnSe,1
AgSbS2,1
CaSn2F6,1
Cu2HgI4,1
Mg4H2O5,1
NaAsH4O5,1
CaB2(HO)8,1
ZnS,1
NaSbF4,1
Li2NiO2,1
MnSbSe2I,1
CuSe2Br,1
Hg4AsI5,1
K2S5,1
NbOF3,1
Nd2BC,1
CoI2,1
Cr(PO4)2,1
FeCuS2,1
YbH2ClO2,1
MnSbS2Cl,1
CaPbI4,1
CrOF,1
In3SbTe2,1
LiAuI4,1
CrSe,1
Sb3Pb,1
AgBrO4,1
LiCrSiO4,1
CoBr2,1
InSnCl3,1
YbI2,1
CrGeTe3,1
SbTeClO3,1
TiO,1
CrBiO4,1
SrH4(ClO)2,1
Nb2ReO8,1
BiP(PbO2)4,1
Mn3Co2Te3O16,1
Cd(PO3)2,1
Ba2Tl2Co3O10,1
ZnSeO3,1
Ta2Se3,1
Al2Te3,1
LiFeSiO4,1
Al2Te5,1
MnH2SO4,1
Rb2Bi3F11,1
TaNiTe5,1
GaTeI7,1
Sr2Cu2SbO7,1
Mn3F8,1
Ni2SbTe2,1
TiZn(GeO3)2,1
AsSeI,1
TcSO6F,1
Er6I7,1
Sr,1
B2TeO5,1
LiAgF2,1
LiV3(TeO6)2,1
Tm2Te5O13,1
CuSe,1
Tl2Cu3(SeO3)6,1
Er(ReO4)2,1
ZnW2O5,1
Sr2MnSO3,1
Re2NiO8,1
Dy2(BiO2)7,1
NaBi5O8,1
SbPb2S2I3,1
LiMn2F9,1
BaTi2TlO6,1
NpIO,1
TmI2,1
Li2Cr3O6,1
CaZn2(PO)2,1
Sr2Cu(IO)2,1
Ba2V3O8,1
LiFe2O2F3,1
MgCo4O9,1
P2Pb3O8,1
Bi6B10O21,1
FeTeCl7,1
MgBiPO6,1
UTeO5,1
KClO3,1
As2PHO6,1
NpI3,1
H3BrO,1
LiCrO2,1
Nb2Zn2CuO8,1
Zn2SnN2,1
GaH5(NF)2,1
EuIn2Au,1
ZnGaNO,1
Co2NiO6,1
Cu(HO)2,1
YCoF5,1
Zn2Cu(AsO4)2,1
Mn3SnO8,1
HoIO,1
La2GeI2,1
KSb3O5,1
CoOF,1
Li2CoP2O7,1
Ba2TlBi2O7,1
Mn3CoO8,1
TaTl(CuS2)2,1
Li4CO4,1
NbPO5,1
Cr(GaS2)2,1
Ca5Ir,1
Sr2Cu2WO7,1
Al2S3,1
Bi2PdO4,1
BaUI6,1
LiCo7O7F,1
KCSN,1
BaBi4O7,1
TiAu,1
VBr2,1
CuClO2,1
BiAuO2,1
Mg5(HO3)2,1
SbOF3,1
Ti4ZnO9,1
AgPb4ClO4,1
Si3H,1
Na3InCl6,1
LaCrBiO6,1
AgF2,1
Mn2ZnO5,1
Re3(TeBr)7,1
LiV2O4,1
Li3TeHO4,1
RbAuS,1
Cr(WO4)2,1
V2Zn2O7,1
Cu4Bi7S12,1
Si3Sb2O9,1
NdTeBrO3,1
Cr3O7,1
Zn2Sn3O8,1
Sr2CoClO3,1
LiH2IO,1
Sr2Cr2GaO7,1
YbClO,1
AgCl,1
KHCO2,1
Ti2O7,1
Tl2SiS3,1
Ti3V2O9,1
HfIN,1
SmClF,1
RbSbBrF3,1
Ag2PdO2,1
CrCo3O8,1
ScHO2,1
LiV2OF5,1
BaCu,1
ZnH,1
Rb3Mn2Cl7,1
TlBr,1
SnO2,1
WO3,1
Mg(SnN)2,1
VBrO,1
LaIO,1
AgHgSI,1
SnClF,1
NiSe,1
SrSbSe2F,1
NbIO2,1
CrCuSe2,1
ErTe3,1
Na3(TiS2)10,1
BiBO3,1
LiCoO2,1
ZnWO4,1
TlAsO4,1
Li2Mn3F8,1
LuFeGe2,1
SbF4,1
Ba2Cr3O7,1
CuTe2Br,1
Mn(ReO4)2,1
Ba(MoO2)4,1
TaFeTe3,1
Li4Fe(PO4)2,1
CoF4,1
Mn3VO8,1
MnTlO3,1
YCo,1
KC2N3,1
TbHO2,1
NaHgCl3,1
NaCSN,1
ZrF4,1
CuAsO3,1
W(BrO)2,1
CrO3,1
Sn(BiTe2)2,1
Ni(WO4)2,1
Ba2ZrS4,1
Sc5NCl8,1
NbVO5,1
UTe3,1
SrH2I2O,1
BiF5,1
Co3SbO8,1
U(SbO3)2,1
TlPt2Se3,1
Ta2PdSe6,1
Sn3P4,1
Ba2Fe3O8,1
Be2Te7Cl6,1
Li3Fe3(OF)4,1
Li2H2Pt,1
Ag3SI,1
Ba2HfS4,1
Mo2H2O7,1
TmBiO3,1
ZnBr2,1
Nb3Cl8,1
HoCoSn2,1
V3Zn2O8,1
InTeClO3,1
Ta2NiSe5,1
LiFeBO4,1
PtCl2,1
SbN,1
Rb(SbSe2)2,1
YGaI,1
NaB(HO)4,1
Nb(SeBr)2,1
V2ZnO6,1
Sc7(CCl5)2,1
GePbS3,1
MnSbS2Br,1
SrTeO3,1
Sr2FeBrO3,1
SnF3,1
VCuO4,1
Pb(BrO3)2,1
Ho2CF2,1
CuTe2I,1
AsPO4,1
MnBiS2Cl,1
Sr2Cu2SnO7,1
SnP2O7,1
Cu(BiO2)2,1
Te2Pd,1
AgBi(PS3)2,1
NbTe4Ir,1
Li(CoO2)2,1
Ag2CN2,1
PW4Cl11,1
Mn3CuO8,1
BaTl(MoO3)2,1
W(ClO)2,1
CuHClO,1
TaS3,1
CdBiClO2,1
SrLaCl5,1
Li2UI6,1
Eu(AlCl4)2,1
Li2SO4,1
NaV2O5,1
Sn(PS3)2,1
BiF3,1
CuSbS2,1
CuH4(IO4)2,1
MnP2O7,1
CaP(HO3)2,1
MnCo3O8,1
CdInGaS4,1
LiBiB2O5,1
Te(WO4)2,1
EuBrO,1
Sc5CCl8,1
MnF4,1
Ag(AuS)2,1
Lu(HO)3,1
GaH3NF3,1
MnSe,1
Sr3Cr2S2O5,1
PdSeO3,1
Sr2FeClO3,1
Y3I7O,1
TlTe3Pt2,1
TlBS2,1
Li2Ta2(OF2)3,1
Si2Ru,1
Ba(AlCl4)2,1
GdOF,1
PrGe5,1
VHgO3,1
Li5NiOF5,1
KH3C2O3,1
V4O9,1
MgV2S5,1
TaNb2Zn2O8,1
Nb2Ge2O7,1
ZnFe2S5,1
YBiO3,1
Co(CO3)2,1
BaZnF4,1
Nb2Zn2CrO8,1
ThTeO,1
Sn2P3O10,1
CaTi(GeO3)2,1
CuTeO3,1
Nb2Zn2SbO8,1
Sr2Cu2MoO7,1
ZrBrO,1
ScClO,1
LiIn(IO3)4,1
CeSiI,1
ZrS3,1
NaMgAs,1
CuAgTe2,1
CrHg(PbO3)2,1
Nb2Zn2CoO8,1
CrSb(PO4)2,1
Yb(AlGe)2,1
Mn3TeO8,1
Zn2Fe3O8,1
Ba2Hg,1
ZnCr2O5,1
ZrTlF5,1
CdH2SeO4,1
Ta2CS2,1
CuMoO4,1
Ta3SBr7,1
AgIrF7,1
FeSb(PO4)2,1
MnTeO4,1
MgV4O10,1
Gd2CCl2,1
LiTePO5,1
SrVSi2O7,1
Sr2GaBi2O7,1
NbTeI3,1
LiCuS2,1
Bi3Se2ClO8,1
Mn(CuCl2)2,1
TiGeO3,1
LiSb3(PO5)2,1
LiNi(PS3)2,1
Te2Mo,1
LiBi(PO3)4,1
V(TeO3)4,1
ZrGeTe,1
NaW2(Br3O)2,1
MnF3,1
Sr(IO3)2,1
Ga2CuCl8,1
SbAsO4,1
Ba2InBrO3,1
H2Pb4SO8,1
ScIO,1
TaPbF7,1
Li(FeO2)3,1
InS,1
ZnBi4O9,1
Ta(WO4)2,1
LiCu(PO3)4,1
Nb2MoO8,1
Hg2W2O7,1
Ag3SbS3,1
Sb2O5,1
HIO3,1
LiFe2OF5,1
CdBiSe2I,1
NaSb(PS3)2,1
Ta2I5,1
Co2TeCl2O3,1
Bi2Te4Pb,1
NaI3O8,1
YVF5,1
Li3V4O11F,1
Hg3SeO6,1
CdSnO3,1
TlMo2Cl7O2,1
Cd2SiO4,1
Li(CoO2)3,1
LiCuPO4,1
AgHgAsS3,1
CdBiSe2Br,1
MgCr2F12,1
Ca(BiO2)2,1
Re2S2O13,1
Mn3OF6,1
Sr2CoCu2O7,1
Nb9IrSe20,1
MgWF4,1
Bi2B2O7,1
Mg(BiO2)4,1
CuB2(CN)8,1
Dy2Te5O13,1
Li2Cu3F8,1
Sr2VCu2O7,1
ReHgO4,1
Sr2GaSb2O7,1
MgV4O9,1
BiP2O7,1
ZnCo4O9,1
AlBiBr6,1
NaTm(SO4)2,1
V4ZnO9,1
As2Pb2O5,1
Li2Cu2F7,1
ZnH6(SeO4)2,1
V2P4S13,1
MgTi(GeO3)2,1
NdPb6F15,1
Zn(SnO2)2,1
MgV2O5,1
Hg(TeO3)2,1
La(HO)3,1
ReSeCl,1
BaTlV2O6,1
Bi6W4O21,1
V3(OF)4,1
SnCCl3,1
In2S3,1
CuHgO2,1
BaClO3,1
CeSi5,1
Ta3SeI7,1
Ba(NiO2)4,1
Co(ClO4)2,1
LaMgI5,1
Mg2SiO4,1
ZnFe2O5,1
Li2V(CO3)2,1
ErAg(PSe3)2,1
Ba(SnO2)4,1
TiPbO3,1
H5W,1
Mn(NbS2)2,1
FeAgS2,1
Na2SnO6,1
SrP2(HO)4,1
SiAs2,1
VSO5,1
MnSbO4,1
Re(AgCl3)2,1
Na2UI6,1
Ta3TeI7,1
Nb3I8,1
V(CO3)2,1
Si3N4,1
UTe5,1
Li2WS4,1
GeP3,1
PuF3,1
TiTl2F6,1
AsI3,1
Bi2CO5,1
Ba(SbO2)4,1
CuSiO3,1
Li2CuP,1
KHCO3,1
Zn2Ni3O8,1
BaSn2,1
BaSi2,1
CaInBr3,1
InPF3,1
FePb2(CN)6,1
FeS,1
NaSnN,1
MgGa,1
CuWO3F2,1
CaGaN,1
Sn4Pd,1
SrMnSn,1
YbBi2,1
USeO5,1
FeTe,1
LaWClO4,1
LiFeP,1
Li3Co(NiO3)2,1
Cu2IO3,1
VAg(PS3)2,1
K2P2Pd,1
NaMgSb,1
NaSnO,1
La2I5,1
CdPSe3,1
BaTlCuO4,1
Nb2CoS4,1
NpTe3,1
VPbO3,1
ScSn3,1
Rb3Nb2Br9,1
K2As2Pd,1
Ba2Mn2TlO7,1
Ba(BiO2)4,1
LiMg6C,1
CuAuO2,1
Na2H10SO5,1
CrAgS2,1
TaNi2Te3,1
NaTlO,1
La(BiO2)2,1
TlPt2S3,1
Ta(NiTe)2,1
AgBi(PSe3)2,1
AlCrF5,1
LiClO2,1
Pb3SeO5,1
Li4TiS4,1
ZnH4(NO4)2,1
BaTiO3,1
LiCoSiO4,1
ErBiO3,1
Tl3(MoO4)2,1
TmAg(PSe3)2,1
CeZnPO,1
YbIO,1
VMoO5,1
MgCuGe,1
Mg2Co3O8,1
LiMn5O5F,1
Li3BiS3,1
K2GeTe4,1
LiMnO2,1
Gd2Br3,1
GdGa2Co,1
NaNO2,1
Mg3Si2H4O9,1
LuCoGe2,1
LiCdPO4,1
Ba2Mn3Tl2O10,1
K2GeSe4,1
Sb2O3,1
Al2Si4O11,1
CaV2O5,1
GeBi2O5,1
BaSn2(HO2)2,1
InBi2Se4Br,1
Zn(SnO2)4,1
AlTeI7,1
CuHgSeCl,1
Li2Cr4O13,1
Hg2AsCl2,1
BaLaI5,1
NaTiCuS3,1
Mn2ZnS5,1
CuHgSeBr,1
Ho2Te5O13,1
Ta2VZn2O8,1
VAg2PO6,1
Li2VP4O13,1
Li3V2(O2F)2,1
Nd3O2F5,1
LiFe2F5,1
CuN6,1
HgCN2,1
Ta3SiTe6,1
AlInI4,1
AcSe3,1
LiSb(PO3)4,1
Ca3(CoO3)2,1
Mn2P4O13,1
WBr2,1
Bi4I,1
H3I3N2,1
Li3V5O14,1
Li2Sn(PO3)4,1
CuH2SO5,1
AlPI8,1
HgSO4,1
AgCN3O2,1
BaH6C4O7,1
V3O2F5,1
Li5Zn4(BO3)4,1
BiSbO5,1
NaH3C2O5,1
KTe2F9,1
VH2SeO5,1
Zn(Sn2O3)2,1
KNbCl6,1
La2Br5,1
FeSeCl7,1
V2Ni(PO5)2,1
CuB2(PbO3)2,1
Sn7(SBr5)2,1
CaV4O10,1
Cu2WO4,1
Li2FeP4O13,1
PtCI2O,1
LiFeF5,1
AgMo3(PO7)2,1
Li2MoP4O13,1
Sn4SF6,1
RbSb2F7,1
Sr2FeCu2O7,1
Ta3I7,1
V3Co3(TeO8)2,1
UP2(PbO5)2,1
Sb(PO3)4,1
Ti2ZnS5,1
TiZnF5,1
LiFe3(OF3)2,1
MgH4(NO4)2,1
SrPH3O4,1
Nb2Zn2WO8,1
CuS4BrN4,1
LiSn2P3O10,1
Nb2Zn2FeO8,1
Li2CrP4O13,1
Li3Sb2(PO4)3,1
K2HgCl4,1
Te6MoBr3,1
Zn3P2,1
Hg4P2O7,1
SnBrCl,1
Pb3SO6,1
LiSbO2,1
KCrIO6,1
AgBi2F12,1
In(IO3)3,1
YI3,1
Nb4IrSe10,1
LiV(SO4)3,1
YCrF5,1
LiWF6,1
Tm(HO)3,1
Li2Cr(PO4)2,1
VZnF5,1
CeGe5,1
LuPS4,1
NaH4BrO2,1
MgW4O9,1
KBiF4,1
Hg3Se3O10,1
ZnP2WO7,1
RbV3(SeO6)2,1
HoBiO3,1
Te2OsCl12,1
NaSbMoO5,1
Cr2O5,1
MgTi4O9,1
PbSeO4,1
TaTe5Pt,1
CuH2SeO5,1
Ge5(Te4As)2,1
Bi2S3,1
VSb(PO4)2,1
Mn2OF4,1
Sr2Cu2TeO7,1
TeAuI,1
TeCF2,1
Ta2Te4Br10O,1
Li2Fe(PO3)4,1
ZnCr4O9,1
KBi(PS3)2,1
CrAg(PS3)2,1
PdI2,1
ZnCrF5,1
CaH4(ClO)2,1
Na(NO)2,1
ZnCu(GeO3)2,1
IO2,1
Mo2O5,1
LiHSO4,1
ZnH4(ClO3)2,1
CuSeO3,1
CuPO3,1
Li2FeP2O7,1
Ca2MgSi2O7,1
ZnNi2S5,1
Tl2SO3,1
Mn4ZnO9,1
Zn2(PS3)3,1
CuMoF6,1
LiV2NiO6,1
CuTe2O5,1
AlBiCl6,1
CeP3H8O7,1
ZnFeF5,1
V4S9Br4,1
ReBiO5,1
AlH4(SeO4)2,1
Ag2WS4,1
ZnC2(SN)2,1
VSeO4,1
Li3BiH8O7,1
CaSnO2,1
BaTl(WO3)2,1
Yb2Te5O13,1
Tl2Ge2Se5,1
NdVSb3,1
AuSeClO3,1
Hg2TeBr3,1
PbSeO3,1
LiV2F9,1
V3Se2ClO8,1
LaPb6ClO7,1
AgRuF7,1
Au3F8,1
Ag2PdCl4,1
Al2CuCl8,1
MoBr2,1
Tl3BiI6,1
Sc6C2I11,1
Ge3Bi2O9,1
MgN8,1
ScAg(PSe3)2,1
Pt(NCl)4,1
ThTe3,1
SnP3,1
Sc2C,1
Pb2CO6,1
ScCl3,1
CuSi2P3,1
Ce(SiAu2)2,1
CaMnSn,1
SrMnGe,1
LaTe2Se,1
ScAg(PS3)2,1
MnNiO3,1
Li2Fe3F8,1
VAg(HO2)2,1
Zn(Mo3O8)2,1
LiFe2F7,1
ZnB2(CN)8,1
TiNb2Zn2O8,1
Hg3SbAsS3,1
Mn3V3(TeO8)2,1
MoAs2O7,1
CaTeO3,1
HfFeCl6,1
ZrHCl,1
NaTeF5,1
Li2Mo(PO4)2,1
I(NO3)2,1
Li2V3F8,1
CeTe3,1
V3CrO10,1
GdBr,1
Sn3Pd,1
LaBr2,1
BaNiSn3,1
RbHgSbSe3,1
Ag2SO3,1
Ge5F12,1
VBiO5,1
Li2V(CO3)3,1
MgSb3P3O13,1
Ba2Tl2Sn3O10,1
CaPH5O6,1
ZnTeO3,1
Ta3Br7,1
Cr3Se2ClO8,1
NdPb8F19,1
BaSn4O7,1
NaH4ClO2,1
Li3Sn(PO3)6,1
Cu2H2CO5,1
Mo3Se2ClO8,1
AlCuF5,1
KTeF5,1
LiCrP4O13,1
HfTe3Se8,1
ZnMoF5,1
Na2Ti2O5,1
MnPO4,1
NiPO4,1
CaMoAsO5,1
KSb2F7,1
KAs2F7,1
Ge(PbS2)2,1
BaY3Cl11,1
BaCO3,1
Rb2U3(IO5)4,1
Mn3(SeO3)4,1
ZnWF5,1
Li2NbP4O13,1
YBi3F15,1
LiSn4(PO4)3,1
ZnFe4O9,1
RbBiF4,1
RbReCl4,1
Sn4SI6,1
BiAuCl6,1
As2WO7,1
Sb3O2F5,1
Y(CuO2)3,1
IrF2,1
SiBr4,1
TiSe5,1
EuN2,1
CePb5,1
Be2Zn,1
AlCl,1
GeP2,1
Zr3Se2,1
Se4O9,1
CoCl3,1
Mg2Bi,1
GaBr,1
BI,1
Sr2Bi,1
MgF2,1
PbI3,1
AgBr2,1
TlAs,1
CuF,1
B2Se,1
NbF2,1
Tl2Se3,1
Al2O,1
CaSi2,1
NiSb2,1
PBr4,1
NbS,1
GdF3,1
Be2As,1
GaI,1
HfCl3,1
Y2Sn,1
Sc2Cl5,1
Ca2As,1
Ba5Tm,1
NbCl5,1
SrSn2,1
V2S3,1
InI3,1
Tc3Cl8,1
SmPb2,1
TcI3,1
ThF2,1
BP,1
Ge2Ru,1
Mg2Cd,1
HfBr4,1
U2S5,1
CeSn5,1
ReI3,1
TcS,1
Re2Br5,1
BeSi2,1
Cu2Se,1
S3N2,1
CeSi2,1
SmSi2,1
MoBr4,1
MoI2,1
SnI4,1
Nb2O5,1
GeI3,1
ThBr4,1
LaSi3,1
BSb,1
TaF2,1
OsC2,1
TcTe,1
GaI3,1
N2O3,1
CF2,1
Tc3Br8,1
BBr,1
Sb2Pb,1
BS,1
Ba2P,1
Be2Sb,1
RhCl2,1
La2Pb,1
PdF2,1
CO,1
ReI4,1
PrSi5,1
TlSb3,1
AgCl2,1
RhI4,1
TeOs,1
SrO2,1
Te2Pb,1
HPb3,1
FeF3,1
Be2P,1
TcBr4,1
TlTe,1
RuPb2,1
BeC2,1
InF3,1
CuI2,1
HfI3,1
BeBr2,1
Sr5La,1
Sn2Ru,1
NiSe2,1
BeAg,1
TlBr3,1
PI3,1
Be5Co,1
AuF,1
Tc2Cl7,1
Ga2Se3,1
CdF2,1
CS2,1
BiCl3,1
Sr2Co,1
Sc2F3,1
NiN2,1
In3Co,1
ZrCl4,1
PdC4,1
GaBi3,1
RhCl4,1
BSe,1
ScF,1
TaCl2,1
Tb2Pb,1
YF2,1
CS,1
TlN3,1
PbI4,1
AlAs,1
Si4Pd,1
Re2Cl5,1
SnBi,1
CeC2,1
SnBr4,1
TaTe,1
HfSi2,1
CeSn2,1
PdS,1
InI,1
Tl3Rh,1
SrAg,1
AlN3,1
Ga3Rh,1
CaSn2,1
Sr2Cd,1
In3Rh,1
GaAs,1
C2O3,1
SiSe,1
CaGe2,1
BeAu,1
IrI4,1
ReTe,1
SCl,1
Ba5La,1
AlBi3,1
TaF3,1
In2O,1
MgSi2,1
Sc2Sn,1
AsBr3,1
P9Cl2,1
IrCl2,1
MgAu,1
Sr5Co,1
NiAs2,1
ReBr3,1
TeRu,1
BCl,1
PrSn5,1
GeBi2,1
TaCl4,1
YPb3,1
Ga2S5,1
TaI4,1
Si4Ni,1
ThBr2,1
PbBr3,1
MgC2,1
Y2Pb,1
LaF,1
B3Rh,1
PtC3,1
SrSi2,1
SrPb2,1
Be2Co,1
Sr2Zn,1
PrC5,1
CrI4,1
ScBr,1
TaBr2,1
PbCl3,1
NdPb2,1
WI2,1
BiPb,1
Bi2Pb,1
Sr5Y,1
WBr4,1
Sn3H,1
ZrI3,1
RhS,1
Te3N2,1
AlI3,1
IrC3,1
B2S5,1
CCl2,1
Re3Br8,1
TcBr3,1
GeH,1
P9Br2,1
CePb2,1
EuPb2,1
NiPb4,1
Se3N2,1
Gd2Cl3,1
BCl3,1
BeSn2,1
TbBr3,1
SrI2,1
SnBi2,1
ScI,1
B2Se5,1
SbI4,1
BI3,1
GeBr3,1
SiCl2,1
OsS,1
Au18Se11,1
ScF2,1
PtS,1
HgF2,1
IrBr4,1
SrC2,1
SiCl3,1
RuSe,1
SmC2,1
SiN3,1
VI4,1
SO2,1
PbN2,1
Bi5B,1
AlBi5,1
GaBi5,1
Ca5La,1
GeBi,1
InBi5,1
Si3Pt,1
Te5Ru4,1
B4O3,1
ReCl4,1
BSb5,1
ReBr4,1
ZrBr4,1
P4Cl,1
SeBr,1
TcCl4,1
Ge3I8,1
NbI5,1
CrBr4,1
Y2Te3,1
TiTe3,1
AlBr,1
GaN3,1
SnCl4,1
OsPb2,1
Re2Cl7,1
Os4Se5,1
Ge3H,1
InSb5,1
Ge4Pd,1
O5F2,1
EuSn2,1
Bi3C,1
MoF3,1
NbBr4,1
Be2Cd,1
ZrI4,1
Tl2Te3,1
NbCl4,1
PtC4,1
Tc3I8,1
AlTe,1
Re2Br7,1
BAs3,1
SnSb3,1
PbBr4,1
Bi3B,1
AuCl,1
Tc2Br7,1
Si4Pt,1
RuS,1
SbPb,1
Re3I8,1
Bi3Pb,1
PtF2,1
EuSi2,1
TcI4,1
NO2,1
PuCl3,1
CN3,1
Mg5Co,1
NbTe,1
Tc2Br5,1
SiBi3,1
SnBi3,1
InN5,1
Ge4Pt,1
PbCl4,1
BSb3,1
TeAu2,1
GaSb5,1
Ca2Ir,1
GeBi3,1
Ta3I8,1
SnSb,1
V2Te3,1
GeO,1
I4N,1
Tl3Co,1
RhBr4,1
HfI4,1
TcF3,1
SF,1
TaBr4,1
NbBr5,1
OsBr4,1
NbI4,1
AlSb5,1
Te11Au18,1
HC3,1
Te5Os4,1
GeN3,1
OsI4,1
V3Br8,1
PC,1
LaBe5,1
SrGe2,1
SiSb3,1
CuCl,1
WS3,1
IrCl4,1
P9F2,1
As9F2,1
ThF4,1
Y2I3,1
Mg2Co,1
TePd,1
Mg2Ir,1
Sb2Pd,1
Ti3Se2,1
Ga4Te3,1
Ca2Rh,1
La2C,1
InAs,1
TlS,1
ReSe,1
Al2Fe,1
As2Pd,1
TlBi,1
TeAu,1
MgPb2,1
FeSn2,1
V2Se,1
AlBi,1
In2S5,1
TlCl,1
IrF4,1
Ca5Y,1
V2Se3,1
Ta2Te,1
AgSe,1
MnCl3,1
ZrAu,1
FeC2,1
Mg2P,1
Ca5Co,1
TiI2,1
BiBr4,1
ZrF,1
Si2Os,1
MoF2,1
SI,1
Cr3S4,1
Y2I5,1
SiBi,1
Al3Rh,1
PdSe,1
Ba5Sc,1
Au2S,1
VBr3,1
SnBr3,1
Ga2S3,1
Al2S5,1
InTe,1
AsF4,1
BaAg,1
SiF4,1
SrCl2,1
Bi9Cl2,1
P2Pd,1
SiP3,1
ZrSe5,1
SiSb,1
HgCl2,1
ZrC2,1
Ba2Rh,1
Ba2Cd,1
Te4Mo3,1
