formula,target
As2Cu2Mg2,0
Ge4Rh4Y4,0
Cu4NS3,0
Bi2O4Rb2,0
F3KV,0
CH2Y2,1
NbTaMn2I4S4,1
Fe6Lu4O14,0
Cl6HoLiRb2,0
AgInAs2Se6,1
Cd2K2Sb2,0
O16Sn4W4,0
As2Cd2Se6,1
Co6Se8,0
Ca4O16Yb8,0
KLi6O6Ta,0
CaCsF3,0
Cu7Hf6Zn16,0
Br12Fe4K4,0
Hg4O16P8Pd2,0
W2N3,1
CuCClO,1
Ge2O5,1
Cl6Co2Cs2,0
Br4S4Sb4,0
K2N2Os2S2F10,1
Co4O8Rb12,0
K8O28P8Sr4,0
MoSeNb3Te3,1
CCr2Te2,1
Si2Nb6Se12,1
La4Pb2Zn10,0
O7Sr3Ti2,0
IBr3Ge4S4,1
Si2Zr4,0
F10Ga2H8Mn2O4,0
Cu2I2N2C6F8,1
TiHf3O8,1
Hg4O8W2,0
Au12Sn12Sr12,0
Ag2GeLi,0
Br2C2Li2Ti2,1
Ce(SbSe2)2,1
CoCr4H4K2O16,0
Cl4O12Sr2,0
FeMoCl2O4,1
Fe3Pt,0
Al3F9,0
Cu4F4Na4O14P4,0
Bi2Ge6,1
Rb2Te2Hg4Br6O6,1
Cl4H8Li4O20,0
Ba2ClN,0
Sb4Cl,1
OSI2Cd3,1
Sc2Te5O13,1
Bi2O9SrTa2,0
Li2O10Si2Ta2,0
Co2In6Lu16,0
Cr4Ta2,0
Ca2O8Tl4,0
C4FeSc3,0
C8Au4Cs4N8S8,0
Mo2Sb2O10,1
Al8K8O40P8,0
O16S4Zn4,0
AgCl2Se2Sr2,1
H8P8Zr24,0
RhSc,0
K2Nb2Br12,1
Tl4SnS3,1
Ag4I4Te4,1
Cu3NbTe4,0
Si4I8,0
Fe16La2Si10,0
BCl,1
BrIMnMoO3,1
BeSb2,1
As4Pt4Se4,1
C4H4CrNO10,0
Cl15P3,0
Eu2Ga6Pd2,0
YMg,1
CaEu2O6W,0
Fe7O24Si8,0
P2Ti2S6,1
Ag2CO3,1
O9Sc6,0
Ba2EuMoO6,0
PdTeTiRh2Br13,0
B15,0
Ca4O18Rb4Si6,0
Cu2Sn4Zr2,0
WP2,1
CoS2,1
AuInP2Te6,1
K12O16V4,0
B2Mg2Na2O6,0
SeCu2Cl3,1
BrCoNiS2Cl3,1
Au12K8S10,0
S26Zn26,0
Ag2La2Sb4,0
Li5Zn4(BO3)4,1
Co2I2Mo2S8,1
BrClCuZnF2,1
Ag6P2Se8,0
Cl6Ni2Tl2,0
NH2Ti2,1
Fe2Na2O16W4,0
OPdTiBr2,1
Ag4N8O8S2,0
NiNb2S6,1
HfOS,1
Br2Fe2P2Te4,1
O18Te4V4,0
Cd4O24Pb4,0
CdLi2Sb,0
Br6Cs2NaTm,0
OSAu2,1
Cl2O2Ru2,1
Ta4Te4I12,0
Ba4F12Pd2,0
F6MgPd,0
LiNiP2Te6,1
H4In2O10P2,0
Ta4V8,0
AgCuBr2,1
Cl8Mo2O2,0
Os4O8H12,0
C2S4,0
Cu2Ge2Pr,0
Gd2NiPb2,0
Pb2Te6Tl8,0
Ag2P2O4,1
In4La4O12,0
In2S5,1
Ca2O8S2,0
Ag2As2S4,1
S6Tl4Zr2,0
O20P4Sr2V4,0
Au3RbSe2,0
SnH,1
B16H16N8Zn2,0
Cl4Mn4S8Sb4,0
Ga16Rh7Ti6,0
GeTe2,1
PdPtSiI4Se5,0
Na4S4O10,0
Al4Ge2NiY,0
ZnMoF5,1
Ga4Gd4Ge8O28,0
B8Hf4O20,0
ZrHf2Se6,1
Ga2Se5,1
In8Zr4,0
Mo2As4O12,1
Cr2FeO10Tl,0
ErAs2,1
Sr4Te4O12,1
H12K8Mo4O18S4,0
H6Rb2Si,0
Ag2La2Pb2,0
S4O8,0
C4Co2N8,0
As4Ce2Cu2,0
Fe4Ga4S10,0
H2Li2O4,0
FeNaSb2O6,1
B8Li12O24Y4,0
Ge4La3Ni4,0
C2O2Y3,1
Cl32O8Re8,0
H2B3Hf4,1
NRh,0
Cl2P2Sn2O6,1
F24O8Sb4,0
KBiF4,1
F24N4P4,0
Ge4I12La12,0
Ag2Br2S2,1
Ge12Li4Sr8,0
Ni12Ta4,0
B2La3N4,0
Fe2Na6O16P4,0
PdF2,1
AuErSn,0
Cr2P4,0
CRu3Sc,0
C4B8Y4,0
Cu12S13Sb4,0
MgWF4,1
AlGd,0
Na24Sb16Tl4,0
As16Cd24,0
As2Mn2,0
H2Ni2Ti2,0
P2Ni3S8,1
F12Gd2K6,0
Mo2Te4Br6,0
F10Pd2Rb6,0
B2K2O6Zr,0
Be2Hf2Si2,0
B12O24Pd6,0
NiSeTiP2Te2S3,1
Rh5Te10,1
C8H16Cu4N8O8S8,0
Ir4Yb2,0
Cl2O2Zn2,1
BrCuINiS2,1
Fe4O2S4Sr2,0
InLiSn,0
Ba4Ca4Si4,0
Pd2Sb2S5,1
AsLi8O3,0
AgScSb2S6,1
Gd20Ir12,0
C2Cl2Fe2,1
AgCu4Zr,0
HfLi2F6O6,1
N2Pd8Zr26,0
CdI4S8Sb6,0
NiPdI2S2,1
Br2K2O4H8,1
P2Pd2Y,0
CeFe2Si2,0
As2Nb2Si2,0
Cl4Cu4O2,0
H2Li2S2,1
Na18Sn8,0
Ta4Ni6Se10,1
S2Tl2,1
SbAg3S4,1
CoFeMnSi,0
F6Li2Zr,0
OsSBr2,1
Os8Si28Y10,0
P2Si3O9,1
Al2O4Rb2,0
Rb2Se2Hg4I6O6,1
C8H24K4N4O16S8,0
Ba2EuO6Ta,0
Ag2C4F4O8,1
Ba2N4Zr2,0
BiGaO3,0
Au2Se4,1
GaSb3,1
Ba8Se12Zn4,0
CsP,0
Re8Sc12Si12,0
AgHgInBa2S5,1
Ca6Co2O12Rh2,0
Co12Lu2P7,0
Pt2Sb2O6,1
P9F2,1
N6Rb2Sn,0
Cd4O28P8Sr4,0
Ni4Sc4Si4,0
MnRe2S8,1
MoAg2Se4,1
BrMoPtVI2S4,1
Sr2GaSb2O7,1
Cu3LaMn4O12,0
ClSeBr2W2,1
CuTlP2S6,1
HgYCl2O2,1
Ba6O18Ru4Zn2,0
As2Mn2Rb2,0
B3Rh,1
N4Pt8Zr16,0
Cl11N3P4,0
As4Hg12O16,0
BrISTeMo2,1
As2Cu2Si2Zr2,0
Ag2Nd2O2Se2,0
Pd2Sb2Se6,1
Ni2O14V4,0
AlF5K2,0
Li4,0
C6CdN6O2Pt,0
S16Zn16,0
Cl2Co2Ca3O5,1
Cl4O22Te12,0
AgInSb2S6,1
Ba2Cr3O7,1
Tl3Co,1
Cs2F6FeNa,0
C4Au2CuN4O2,0
Cl2H34N12O6Ru2,0
Cu4Gd4,0
Pt12Tl8,0
MgP,1
Cl2O2Ta2,1
LuNi2Sn,0
TeBi2S2,1
Al3Hf3Ni3,0
CuMgMnBr2Cl2S2,1
Ca3Ga4Ni4,0
Gd8Pd4Si12,0
GeMnSbSeW2O3Cl5,1
F10O2Rb4Ti2,0
BCuO2,0
Cu18P6,0
Ni3S4,1
Cs2F6NaTl,0
Pd2Nb4O10,1
K4O24Te8,0
O6Sr2Zr2,0
NiPdF6,1
Ba9In4,0
As2Ti2Se6,1
B6Ni20Zn3,0
Lu2P10,0
SSeAu2Br4,1
NaO2W2Cl6,1
Mo2W2Te8,1
PdIr3O8,1
GaNbNi2,0
NiSr2O3,1
SrTe2,1
BSc3Tl,0
BrIRhSeTeFe3,1
NaSe8Ti5,0
LiN2W,0
Au8Br8Se8,0
Al2Fe2Te5,1
Br2Co2Mo2O8,1
Ba10Cl12O8Si2,0
H2N2Cr3,1
Fe(SbS2)2,1
Ga4Ir4La4,0
PtH2Na2,1
Se2W2Zn2O12,1
B16Pr4Ru16,0
Gd2Ni2Sn8,0
C2Co2Lu2,0
AgTlBr2S2,1
C4Cr12,0
Hf2Sn2Te6,0
C2F2N10O6S10,0
Ni3Pt,0
CoCl2,1
GePbI2,1
Cl2Se2O11,0
C4H12Ge4N4O4,0
CoGaMnRh,0
BrClNNb,1
Br6PdSe2,0
Cs2O2,0
Mo12Ni10Re8,0
Cs4S12,0
CNb2,1
C6Ag2N8O10,0
Fe4Na4O28P8,0
Ru4Cl12,0
Eu4Ir2Mg2O12,0
Br6Cs2Sn,0
Br2Mn2Sb2S4,1
Ge4Ti4Te24,0
PTe2,1
As4Cl12,0
Cu2Ge2Se14Y6,0
CdF2O2Pb2,1
Cl2Co2Mo2O8,1
C2K2Te2Cl6S6,1
B6GaO18SmSr6,0
HfNiI6,1
Ca6Co2O12Zn2,0
H4Mg2Mo2O10,0
Br2Fe2,1
F6Rb2Re,0
O4Pd8Zr16,0
C2Eu,0
Ag4Al2F14Mg2,0
C6Ca4K4O18,0
F2S2Ta2,1
Ag2Sb2O6,1
CuHgSeCl,1
AlAuAs2Se6,1
La4O16Ta4,0
C8Au4Cs4N8S8,0
Al2Cl2H12O8,0
Zr2O7,1
GeO,1
Ba4Lu2Nb2O12,0
Cl2Ni2Ba4S6,1
MgBi2,1
IrMnSn,0
As4Ni4S4,1
Ba2NbO6Tm,0
Cu2Sb6Zr10,0
Cl6K2Mo,0
Cu2K4Se8Ta2,0
Na2Te2Hg4I6S6,1
As4Cd2F24O8S4,0
NH2S2V2,1
TaS2,1
Ga8N4V12,0
As2NaO7Sc,0
Cu4I4O4,1
As12Ca12Ga4,0
Ba2IrLaO6,0
SbCl3,1
CdK4P2,0
GaRu2V,0
Te2Zn2,0
Na2Te2Hg4F6O6,1
As4N4H8,0
H2N2O2Cr3,1
Ga2Y2,0
GaNbNi2,0
Pt2Si2Tm,0
Bi4I4In8Se16,0
F6RbRu,0
Ru8Si24Y6,0
BrSiSnTe3,1
Al4Cl16Cs4,0
Ga2Se4Zn,0
F2N2Na2Ti2,1
KSnSe2,1
Au8Sn4Y8,0
Be6Ge6Mn8O24S2,0
O5V2,0
C6H8MgN2O8S2,0
Cd2Cl12K8,0
Al4Cl16Tl4,0
K6Tc3,0
Ca12Cl8O20W4,0
AlCo2Fe,0
H4O16Rb4S4,0
Ga4P4S16,0
Fe4P12Tm,0
H6K2Pt,0
Cu2N6,0
VC4H5S6,1
CuMnCl6,1
SnSe3Ti4Br8,0
NF2S2V2,1
MoAu2O4,1
ClIMnWSe2,1
Cl18Cs2Mn8,0
W4S8Br12,0
Pd3Sc,0
InBr2Co5,1
K12Sb4Se12,0
P4O14,1
Mg2O8Pt6,0
H2O2N3Sc4,1
MgPtSb,0
CNb2Se2,1
CdGeS2,1
As2Sn2Ta2,1
Ga2S2,1
CeGe2,1
RhTe2,0
F28K10Ti6,0
Er6Br7,1
Ag2I2S3As4,1
Re8Sc4,0
AlAuAs2S6,1
Mg2Mo2Se2S12,1
H8K2O14V2,0
Nb2ReO8,1
Ir4O8,0
Ge4K4Pb2S12,0
B4F6Gd6O12,0
Bi2Cl2Te2,0
Ge2N2V6,0
Gd2Ni2Sn,0
B6Tc14,0
Bi2O2,1
F2S2N3Zr4,1
CrF3H18O9,0
HfSnO2Cl4,1
AsSn2Te6,1
PbI2,1
Tl2Zn2O5,1
CuPt,0
IMnBr2Nb3O3,1
AgCrTe2,0
Bi8Cd8O32Y8,0
BCdClSZn,1
Ni6O16P4,0
NaW2(Br3O)2,1
As6La3Pd9,0
La2Ni2,0
BiNiSm,0
Ga2Li4,0
Gd4O4Se4Ti,0
B8La4Os8,0
InNi2Y2,0
I2O2Ti2,1
BS,1
CrCl2,1
Rh3S2Tl2,0
In2Se5,1
CaF2O2,1
BrBe2I3,0
F6NaSb,0
Br2Co2Sb2S4,1
TlCu3S2,1
Ca4Gd2O12Ta2,0
Ba12Na4O34P4Ru4,0
B2S2Nb3,1
TiZrI2S2,1
O8Te2,0
N8Ta4,0
C8N16S16,0
Co4Cr4P4,0
Tc3I8,1
Na2Te2Hg4F6S6,1
W2Br6,0
Te2Os,1
Ba6O8P4Se8,0
Mo8Ni2O6Zr18,0
BrClCuS,1
Cl16Co4Na8,0
K(MoO3)3,1
Mn2O22Pb10Sb4,0
DyGa3,0
LaMn2Si2,0
PdVSe3Br4,0
C8H16Cd2Cl4N16,0
Cu3La3Pd3,0
AlGeS3,1
Li16N8OTa2,0
PrRu2Si2,0
Cu2Eu2In8,0
Ni4O16Te6,0
Br2Fe2O2,1
BiLu,0
K8Ni12S8,0
H2S2N3Sc4,1
GaCl2,1
Ga2S,1
Cl12OsTe2,0
WMo3Se8,1
BiS2,1
Cl8Cs4Li4,0
H6Li2O6Pt,0
F6Na3Sc,0
C4HgMnN4S4,0
Cl2Fe2Ca3S5,1
Hf2I2O2,1
NiSeTaS3,1
C2MgNa2O6,0
GeRu2V,0
CuI2Se2Sr2,1
Pd6S8Sm2,0
C2H2S2V3,1
Fe2Se2O8,0
As4Si3,0
Cs12Nb4Se16,0
Pd34Se30,0
H4MgTi,0
H6O18P6Sc4,0
B6Ga6H36,0
Ge6Li2Sr4,0
C4N4S4Sn2,0
Zn2As4Cl4O6,1
Ga5Mn5Ni10,0
FeI2F4C6,1
As16Ge8Sr12,0
AlTeI7,1
La3Pd3Tl3,0
Rh10Si6,0
V2Nb4S12,1
B6Ga4Li4O18Rb2,0
Bi4Ni4Se4,0
GaKCl4O12,1
Br2Ir2Te2,1
GaO3Pr,0
LaNb2O7,0
Al2Cl2,1
Ag2Br2O2,1
Fe4O28P8Sr4,0
Ag4As4Pb4S12,0
Cr4Hg2O8,0
B4Fe2Mo4,0
Ba8Ge4,0
Cu16Se24Sn8,0
Y2I3,1
C6H18N8O6S2,0
Cl4Eu4O12Se4,0
F2Ni2Te4,1
B4Rh10Sc4V2,0
Al2Ga2La,0
Al3Pr,0
Ag4O4H8,1
NMo2Se2,1
CAu,0
Cu4Bi7S12,1
B4Cr,0
As2Pb6,1
Ba4Cr4F24Li4,0
Br2Nb2N3,1
CLaPd3,0
GeMg2,0
Co2GaHf,0
Cu4F28Hf4K4,0
Al4Ge4O14,0
Ca2Cl4S4H8,1
Ge8Te8,0
Cl4I4Sr4,0
AlCdTlO4,1
Ge3Os3Sc3,0
CGa3N3Si,0
C4La2Li2N8,0
C16Rb2,0
B2Cd3S6,1
TlCl2Pd5,1
C4H8N16O2,0
IBr2Cu3O4,1
La2O8P2,0
Cl36Sn6Zr6,0
Na2ZrN2,1
Re4O8,1
TiZr3Te8,1
Ce3Rh3Sn3,0
I4O20Rb12,0
O2W2I6,0
FeHfF6,1
Sb10Zn12,0
Mo4O32Rb8,0
Ba2H14Re2,0
C8Au4N8Rb4S8,0
B4O11Sc2Sr2,0
B6Ca,0
I2Pt2,1
AlMoPd2,0
Ag4Gd2Nb10O30,0
ZnCu(SiO3)2,1
Cu4NaO12Te2Tl3,0
GeIn7IrO8,0
Au4K4S8Sn2,0
RuI4,1
HfH2Pd2O6,1
Ag4Au4F28,0
Cu6O18Sr6,0
Ga16La4,0
Br16N8P8,0
BiPdGe2Se3Br7,0
Fe4P12Yb,0
Mn6O12Te2,0
Rb2S2Cd4F6O6,1
MnWCl2S2,1
BeSMo2Cl8,0
H16N8O16,0
Co8Mn8Sb8,0
As12Fe4La,0
F8HfLi2Mn,0
BaFeS,1
SnSb,1
O18Rb4Si6Sn2,0
O4As8S8,1
FSSc,1
Co2Si2Zr,0
Ga8Se16Tl8,0
Bi4I12,0
K3NbO8,0
C2K4O,0
Cu5Na8O10,0
I2Li2N2Ti2,1
Cl2Fe2S2,1
CCr2,1
Ti2S6,1
BrINOMn3,1
PbWO4,1
RhZn13,0
Li2Ta2Cl12,1
Ba2Cu4O8Y,0
Au4Li12O12,0
Ge4Pb4S12,0
BrIMo,1
La8Ni4Sb4,0
K2N2Se2Cl6O6,1
Ag20Cs4Te12,0
YSb2O4,1
Zn2Sn3O8,1
BrClCuGaS2,1
Cu3LaO12Ru4,0
F20Rb2Sc6,0
C12Co2N12,0
O28Sr4V12,0
Cr5RbSe8,0
N4O26Pb13,0
HfTaNO3,1
InO6OsSr2,0
Cu2F12Pb4,0
Bi2O28Sn2,0
F6FeLi3,0
Se2Ta4,0
CrH,0
B6H24N2,0
KO2Yb,0
Br4K4N8O16Pt2,0
B2Mn4,0
FNa5O16Si4Y4,0
CF2S2V2,1
NdCl3,1
GaBr2In2Se3,1
MoWCl2Se2,1
C2F2Y3,1
BiMnPt,0
CoCrGeY,0
Ba2LuMoO6,0
Ba5Lu8Ni4O21,0
Ni9Ti9,0
Ag2Lu2Sn2,0
Ca6Ir8Sn26,0
CrSCl2,1
O5S2Ti2Y2,0
Si2Hg6O7,1
VF2S2,1
Pd4Sb4Zr4,0
HfINbS2Br3,1
P4W4,0
BS,1
Co2GeMn,0
K4Na4O8Zn4,0
Ba2Cl2H2,1
CaOs4Sb12,0
InF,1
HgI2Pb2S2,1
IrNiO6Sr2,0
OSeZr,1
As2Pd3S8,1
Ni3Te4,1
Li2O8Rb4V2,0
Ca2F2I2,1
C2Se4,0
In8Rb8Se16,0
Al8As16Li8,0
Eu4H4O20S4,0
In8Pd4Y10,0
CInLa3,0
BrIrS2Se2Cu3I3,1
Fe8O8,0
CrI2,1
MgCl2Mn2S5,1
GaNaAs2Te6,1
W2Br6,1
ScO2,1
Cl18Fe6,0
B2Na2O16S4,0
F4In4O12Te4,0
TlBr2Ni5,1
F2N2S2Nb3,1
As2Li2S4,0
C2Ge2Ti4,0
V2F4,1
Fe4Hf4P4,0
Cu3O12V4Y,0
Br2Gd2Ge,0
CuS2H4N12,1
NiF2N2C4H4,1
Cl12Lu2Na6,0
FeF6N6,1
F4O4Xe2,0
InH5(NF)2,1
B12Cl4La8,0
BrClTi,1
AgAuCd2,0
Pb26Rh8Sr6,0
La2Pt2Si4,0
Cl2S2V2,1
As6Cs2O24Sn4,0
H6IrSr2,0
Ir8Sn12Te12,0
GaNaSb2Se6,1
Nb8Si10V4,0
Ca8Ge4In8Sr4,0
Cu2Ge8Zr4,0
Co2GaNi,0
La4O12Pd4,0
CoS,1
B32Cl32,0
TiOF,1
HfW2S8,1
Br2Hf2N2,1
ClCuIFe2S2,1
H2MnO10Re2,0
GeH,1
AuBiSb2Se6,1
B4Cl4F24,0
La4S8,0
Ca4Ga16,0
Na6O34Rb2W4,0
VC4F5S6,1
MnPbRh2,0
Se12Tl20,0
Cu2Pb2Y2,0
F20O8Sb12,0
AuBr2O2Sr2,1
ITl,0
VF4,1
Ag2KS4Sb,0
RuSBr2,1
SCl3P4Sn4Se8,1
ClIPtRuSe2,1
P13Ru20Y6,0
SnMn2O4,1
CGd2N2O2,0
Ge6Ir7Y4,0
PdNa2,1
C2F2Ge2,1
CaCu2S8,1
Bi2Pd2,0
CoFeGeMn,0
AgSnBr2S2,1
C4CaMg3O12,0
Cl4In4Se4,1
O24Pb4V10,0
IrSe2,1
Cd4O8Rb8,0
Al8Zr4,0
Au2I2,0
Pb3Pd3Y3,0
BaBi2O9Ta2,0
Be17Nb2,0
Ir2Li4Si6,0
NOI2Sn2,1
Cu18La2Sn8,0
C24O16,0
IrZr,0
NbBr5,1
F6MgZr,0
Pb2Pt4Y4,0
TaTiSe2,1
SmGe5,1
Be2Cr2La6S14,0
Ga8Ge2Pb8S24,0
I2Ta2Te2,1
H2N2Sr2S6,1
B5Ca2Os3,0
As2F8K2O4,0
CuO2Sm,0
VW3O8,1
CrNbO6Sr2,0
CdF6Ti,0
Ni4S8,0
Bi2I2Te2,0
Al4As3O23,0
InI2Fe5,1
H2Mg,0
AgBa2I2Te2,1
C2F2Zr2,1
Ca3O12S3,0
Cl7Cs3Mg2,0
Pb2Pd4Sm4,0
Cl3RbSr,0
CuAu2N6C8,0
NiTi,0
BF2Ti2,1
PdBr2S6,0
K4Pb8,0
Bi4Br,1
BrFTi,1
C2H6Na2O14P2V2,0
Br4Te6,0
Fe3H6O24P6Rb3,0
F2Fe2P2S4,1
Ba2Br2Cl2,1
GaNbNi2,0
Cr5Te8,0
C4NiSc3,0
C4Ag4N4S4,0
B2K6O26Sb8,0
Mn7O12Pb,0
Cl28O4S4Ta4,0
Tb5Cl8,1
F6N2Pt,0
Co2Sb2,0
Li4Mg4N4,0
Al2Br2N2,1
CoBr2N2B4F4,1
Ca8Ga16O32,0
AuCuF5,0
Ga4Sn8V8,0
CuF2,1
Cl2Rh2Se2,1
Bi6Cr5Se16,0
Ce2Os4,0
F16H8Li4Mn4O4,0
F2S2Yb2,0
Ge4Mn4Ni4,0
N3Mn4,1
K4O16V6,0
Co2I2Ca4S6,1
Br8Cu4O32,0
As3Fe3O12,0
Al2Sn2Sr3,0
Ba2Li2O22Ru10,0
P2S5,1
CSr,0
As12Ba8Cd6Li4,0
Na4O8W2,0
Br6Cs2Mg2O12,0
K2P2Pd,1
I4S4Ti4,1
GaNiTe2,1
Al2B2O7Sr,0
Br2K2S6,1
HfZrPd2I4S4,1
Ni4Sc2Si6,0
HfNZrI2,1
B6Mo2,0
I2N2V2Cl6,0
RhCl2,1
Ge6Lu4Pt18,0
CuHgSeBr,1
Ca4O8Se4,0
MoTiS2I5,0
Bi4Cs4Ge4S16,0
MnN,0
La2O6Tl2,0
As8Ba4Ge8,0
Bi2Li2O8Pd4,0
Cl2Os2S2,1
Si4Se16Ta16,0
CaMn3O12V4,0
Gd2Pt4Sn2,0
Pb4Pt2,0
ClFeINOAg2,1
AsCl3,1
C2B6O5,0
ClFTa,1
Co2Br4P4S6,1
Ni6O28P8Sr2,0
C4Li4N4S4,0
Au2Si2O6,1
O2PdRh,0
AuCl,1
F12Hg4Ni4O2,0
HIO3,1
I6La2,0
CoF6Zr,0
Cu4Hf3Si4,0
InN,0
KPbSe2,1
Ba4Bi4F4Te8,1
Mo2F6,1
CdInGaS4,1
In3Te4,1
Pt2S2O6,1
B2Cr,0
As2Ca2CoO10,0
IrBr2,1
H8O22P4Ti4,0
CRh3Tb,0
C4B4Nb7,0
Bi2Br2Co2Se4,1
TePdI2,1
FeSb2Te4,1
BrK3O,0
F4N4Zr4,1
La6Mg23Sb,0
CBaO3,0
C2F2Nb3,1
Bi2Cu2O2S2,0
Fe2Nb2S10,1
CaCu2S2,0
Ta2Te2,1
Rb4S2,0
H20Ni2Sn4Zr12,0
H3PdZr2,0
C4Ba2F12O12S4,0
Au4Lu8,0
Cl2K2S4H8,1
O32P8Ti8,0
Ca3Fe2Cl2O5,1
BrClOZr2,1
B16Ga2Ni18,0
Cu4S8,0
La4Rb4S16Si4,0
KO2Tl,0
Ni2Zn50Zr4,0
BrGaS2,1
Au2Ca4O8,0
Li6O8Sb2,0
IrTaNb2I4S4,1
S80,0
Nb2Ru2Se8,1
Br6Gd2,0
AgScP2O6,1
Mo2C3,1
Hf2Br4,1
Cu2S14Si2Sm6,0
Ga2K6O6,0
B2O2Ta3,1
AuScAs2S6,1
Lu6O9,0
C2H4Ca2Cl2O6,0
BiZrSe2,1
RhF2,1
O8Sc4V4,0
Ni2P2O7,1
RuO2,1
Mn4O4Cl8H8,0
HfP2,1
Bi2Ge2Nb2,1
Gd6S8,0
Ca4Ge12,0
As2BaZn2,0
Cs6NiO8Si2,0
ClIGe2O3,1
S3,0
O24P6Rh6,0
C12Fe2Li6N12,0
NH2Nb2,1
FeSn2(CN)6,1
K2Pd2Sb2,1
FHHgS,1
Bi2Cd2F2S4,1
Br16Cl4Sr10,0
In8Lu2Pt8,0
VI2,1
TiSb2,1
MoTeNb2Br3Cl5,0
Hf4O8,0
Fe2SnTi,0
Gd4O12Ti4,0
Cl8O8Pb4,0
Ba3N4O9Si6,0
Br8H16Li16N8,0
Ba2O6SbYb,0
Ca2Ga6Ni4,0
AgFeI2N2,1
N2S2Nb3,1
La6Pt8,0
Cd2Cs4Cl8,1
BiFeZn,0
AgBiSb2Se6,1
Co4Na4O16P4,0
Cl8O16,0
F12H12O4Zr2,0
AsNbSb,1
N2O2Sc3,1
In,0
Al4O12Sc4,0
H2As6S12,1
BaPtSn3,0
ReTaTe4,1
O16Sn4Sr8,0
Rh6Sn6Zr6,0
C2CoY,0
N3V4,1
Ce2O8Sr4,0
BrLiReTe,1
Te4Mo3,1
As2H2Pb2O6,1
AlCuAs2Te6,1
Er2FeGa8,0
Ca4H8O8,0
As8Ti24,0
HfOs3,0
Br2Ca2F2,1
SnAs2Se4,1
Ga4Pd8Y4,0
NbSbH10,0
As3Hf3Pd3,0
Cl12H8N2Sb2,0
P2Zn2Te6,1
Cl2Mn2Ca3S5,1
Bi2SnTe4,0
O3Zr6,0
Au4I4S4,1
BaP2Zn2,0
BrFeMnO,1
INVO3Ti3F4,1
In2Mo6Se6,0
O8P2Rb2,0
B2Ba2Cu2O10Tb2,0
Ag2Hf4O24P6,0
RbSnTe2,1
Mo12Ni2Re16,0
GaPt3,0
Sn2Ta4S8,1
K2Li2Mn2O4,0
AlBMo,1
Ag2Cl2O8Pb8,0
Be2Te2,0
Co2GdGe2,0
C2F2Fe2,1
Sb2,0
F8Pd2,0
Sb12Zr20,0
Mn6Nb4O18Zn2,0
SnTi3,0
ClSSePt4Br5,1
I2Se4Tl10,0
As6Mg8Na2O24,0
S8Sn4,0
Zn2As4F4S6,1
N2Sc2,0
B4Br8Cl12N4P4,0
HgInTlTe4,1
Cs12Ga2Sb6,0
As4Cd4Co4H4O20,0
Cd2Cr2O6,1
BaPd2Sb2,0
TcI2,1
Ir4Zr2,0
Hf10N2Si6,0
Cl2S2Zr2,1
B12F4O22Sr6,0
Pd4Si4Te12,0
Cu2P2Te4,1
B8F4Gd8O22,0
GaInBr2Se2,1
NiF2S2,1
CrTe,1
C15Lu12Mn5,0
Li2NiO8W2,0
CaH8O14P2V2,0
N2Mo3,1
Gd2Ge2K2S8,0
SbCu3S4,1
As2C2Sn2H6S6,1
Te2Tm2,0
Cr4Mo8O32Tl4,0
Ag4O24P8Tl4,0
C6Ba6N6Rh2,0
Al4Ni12Y6,0
I16In4Na4,0
Br6Rb2Ti2,0
As4Cs4Pt2,0
AuLa4LiO8,0
Cs2Cu2O2,0
Co6H8O20P4,0
Cr2K8O8,0
Au2Ge2Sm2,0
LiAgF4,1
Y2C,1
LuBi2,1
K2Mg2Sb2,0
As2Br2Mn2S4,1
MgY,0
LiNiP2Se6,1
AgTi2,0
Bi6Cu2La10,0
F4Te4Zr4,1
Br6Mo2,0
Bi2Cl2Mn2Te4,1
Ba2TlNi2O7,1
Al12Li4N16Sr4,0
AgCu4Lu,0
Ca8Ga4Mn4O20,0
Ni4Ta16Te16,0
AsClTe,1
HfPdBr2O2,1
Nb2Br4,1
CaSn4S9,1
AlB6BiO18Sr6,0
Ge4Li4O20Ta4,0
Ba(BiO2)4,1
Ca2Ge2H2Ni2,0
Gd2Ni3Zn14,0
Si6Ta10,0
Pd36Si8,0
C4Mo12Ni12,0
Hf4O28P8,0
Ge4Hg8O8,0
Ba8O16Ti4,0
N8O4,0
UF4,1
Gd2Mo8Na10O32,0
Gd20Pt4Sb8,0
GaP,1
Al2O8P2,0
Ba6In3Ir3O18,0
Au8I8S8,0
In8Lu10Rh4,0
Ga4Pd4Sm4,0
Cs12O20Re4,0
MgNi4Pr,0
Bi4Ca2,0
TlI2Pt5,1
As4F24Mn2,0
Ag2Ba2Sb2,0
Mn2O10SrV2,0
O28Ti16,0
C2F2Se2Zr3,1
H2C3Ti4,1
Pb2CO6,1
Br6LaRb3,0
C12H12Cd3O18,0
C12Co2Lu2N12,0
Bi4O20S2Te4,0
Ba2Ge2Mg2,0
Re4Se8,0
Br6W,0
O2Rb2Hg4Br6S6,1
Bi2Ti2Br10,0
K12O14Ti4,0
Au6Cd2,0
N36P4S4,0
Ca5Rh,1
Al4Br4Te4,1
Co2H6Zr2,0
O4Sc2,0
YbIO,1
SnBr4,1
SiPd2S3Br4,0
VMo3S8,1
Zr2Br4,1
Fe8Ti4,0
Li6O8Ru2,0
C2B2Br6La6,0
