folder,uid,magstate,is_magnetic,nspins,spin_axis,E_x,E_y,E_z,dE_zx,dE_zy,stoichiometry,spacegroup,spgnum,pointgroup,crystal_type,efermi,gap,vbm,cbm,gap_dir,gap_dir_nosoc,gap_nosoc,minhessianeig,dynamic_stability_phonons,vbm_hse,cbm_hse,gap_dir_hse,gap_hse,Source,asr_id,ehull,hform,thermodynamic_stability_level,ndim,xc,evac,workfunction,PBE_1D,PBED3_3D,derived_from,PBED3_1D,s0_exp,s1_exp,s2_exp,s3_exp,s01_exp,s0_cal,s1_cal,s2_cal,s3_cal,s01_cal,dynamic_stability_stiffness,c_11,evacdiff,dipz,emass_vb_dir1,emass_cb_dir1,Formula
ML/group_0/Br10Hf5Se4Zr/new/fm,ZrSe4Hf5Br10-6b6280765d7f,FM,True,2.0,z,-3153983.3302238923,-3153980.8651552177,-3153983.3424001373,-0.012176245036243927,-2.477244919646182,AB10C4D5,P1,1,1,AB4C5D10-1-a,-3.0016817543181826,0.09982734854775366,-3.0515954285920595,-2.951768080044306,0.09982734854775366,0.0,0.0,-0.00017934768535928707,high,-3.169831232788456,-2.6641501623643715,0.5129944351875206,0.5056810704240844,Machine learning generated,6b6280765d7fd5f6ef6381f7883881a6,-0.010853048266569632,-1.2397089802932477,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,ZrSe4Hf5Br10
ML/group_0/Br6Hf2I4S3SiSnTi/new/fm,SiSnTiHf2S3I4Br6-be5a3987f818,FM,True,2.0,y,-2402746.7172805867,-2402747.332803408,-2402746.909334703,-0.1920541162689915,0.4234687048665364,ABCD2E3F4G6,P1,1,1,ABCD2E3F4G6-1-a,-3.7260560599857193,0.6556563714145871,-4.053884245693013,-3.3982278742784255,0.668615897740025,0.701492071845375,0.688749289766525,-0.002769920762742303,high,,,,,Machine learning generated,be5a3987f81899b7fed9eb20810d9919,0.0793257847010409,-0.9928246884636829,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,SiSnTiHf2S3I4Br6
ML/group_0/Cl2P2Se2/new/fm,Cl2P2Se2-87f73248da81,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC,P1,1,1,ABC-1-a,-4.255873143175349,2.207095121090903,-5.359420703720801,-3.152325582629898,2.207095121090903,2.2137594683754545,2.2137594683754545,-4.0375860847694366e-15,high,-5.926729484584687,-2.787507043617774,3.139222440966913,3.139222440966913,Machine learning generated,87f73248da81779d5f0569197d240ae8,0.034818035207004494,-0.3103649599509903,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,Cl2P2Se2
ML/group_0/Cl8Mo2SSi/new/fm,SSiMo2Cl8-b56d194fa789,FM,True,2.0,x,-1603887.574018977,-1603887.2764865723,-1603887.4651502161,0.10886876088989084,-0.18866364371206146,ABC2D8,P1,1,1,ABC2D8-1-a,-3.8686032104236565,0.8478812472305184,-4.2925438340389155,-3.444662586808397,0.8488969071086605,0.8508838142470196,0.8508838142470196,-0.003266088244949498,high,-4.86624051061465,-2.9987378221371315,1.9347373058285147,1.867502688477518,Machine learning generated,b56d194fa7894a2a8b4553d74b14ee36,0.17089727614273664,-0.8912440161341776,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,SSiMo2Cl8
ML/group_0/I6VZr/new/fm,VZrI6-ab5be199567c,FM,True,2.0,z,-1148503.0281861755,-1148503.0279863076,-1148503.2189648414,-0.19077866591032944,-0.19097853373750695,ABC6,P1,1,1,ABC6-1-a,-3.9980749215458475,0.2391297980432423,-4.117639820567469,-3.8785100225242264,0.2987150805586527,0.30611908430079504,0.24761949743533984,-0.008313214485260557,high,-4.704796210190002,-3.1950135129547608,1.9978012275080061,1.5097826972352415,Machine learning generated,ab5be199567cd6115ae3ae8d635e0497,-0.043437133805447115,-0.8051558622224402,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,VZrI6
ML/group_1/AlBr4ISe7Si3Ti2/new/fm,AlITi2Si3Br4Se7-983370d25a36,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC2D3E4F7,P1,1,1,ABC2D3E4F7-1-a,-3.334520117616872,0.029010414959463215,-3.3490253250966036,-3.3200149101371403,0.04585497493276103,0.0,0.0,-0.005669450407473649,high,-3.2456099389022954,-3.174709928898097,0.07090001000419832,0.07090001000419832,Machine learning generated,983370d25a36b853a8598b20f57e941f,0.16689574078709712,-0.6565690001272952,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,AlITi2Si3Br4Se7
ML/group_1/AsBr2PSe2/new/fm,AsPBr2Se2-a21932209c41,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC2D2,P1,1,1,ABC2D2-1-a,-4.409396140329129,2.5159229264446865,-5.667357603551472,-3.1514346771067854,2.5462269208217423,2.6170815713625744,2.5772392244285114,-4.953053894638762e-15,high,-6.304754659338397,-2.79620575656476,3.5429218337682675,3.5085489027736374,Machine learning generated,a21932209c41c939d324ec86a285ec20,0.020784448879079598,-0.2288310137741932,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,AsPBr2Se2
ML/group_1/Bi2Br6/new/fm,Bi2Br6-0d47dbba9797,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB3,P1,1,1,AB3-1-a,-5.302332822461899,2.2171285980641757,-6.410897121493988,-4.193768523429812,2.255530175604104,3.5186074270727397,3.49346800582251,-2.5380822335061086e-14,high,-7.012238974010999,-3.895980708847527,3.1734506769198876,3.116258265163472,Machine learning generated,0d47dbba9797d0335ee8fc0d633032d2,0.026398305667953537,-0.7579184932452048,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,Bi2Br6
ML/group_1/Br13Hf4PdSe2/new/fm,PdSe2Hf4Br13-0e331fb2d811,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB13C2D4,P1,1,1,AB2C4D13-1-a,-4.406585444553002,0.0,,,0.0,0.0,0.0,-0.005391360256017823,high,,,0.0,0.0,Machine learning generated,0e331fb2d81137772b18ed99e0dd23ab,-0.22739310579034355,-1.1675613662682598,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,PdSe2Hf4Br13
ML/group_1/Br5Cl3Hf2MoTe/new/fm,MoTeHf2Cl3Br5-1d286284ce16,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC2D3E5,P1,1,1,ABC2D3E5-1-a,-4.377345622150256,0.28832378559991056,-4.521507514950211,-4.2331837293503005,0.3113921730655669,0.3131884881870164,0.2784009601129682,-0.009058642086769859,high,-4.818089812972891,-3.7993557453156317,1.0187340676572596,1.0187340676572596,Machine learning generated,1d286284ce163aafe8565e09146882eb,0.1518386850017781,-1.0291685229096696,3.0,1D,PBE,0.9727244533774568,5.350070075527713,,,,,,,,,,,,,,,,,,,,,MoTeHf2Cl3Br5
ML/group_1/Br6HfPt/new/fm,HfPtBr6-d022eead6d6f,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC6,P1,1,1,ABC6-1-a,-4.669662072685005,1.3223327503888225,-5.330828447879417,-4.008495697490594,1.3223327503888234,1.4972931657687143,1.4917124653438751,-0.008476670130516005,high,-6.312581839743703,-3.6776269800246033,2.6483108368009876,2.6349548597190995,Machine learning generated,d022eead6d6fb04daa519dad95ef1c7f,-0.26844327887336095,-0.9499051356502366,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,HfPtBr6
ML/group_1/Br8ClHfPtSn/new/fm,ClHfPtSnBr8-6c86b40d4afe,FM,True,2.0,x,-1816258.4945306524,-1816257.0091276905,-1816255.4442271695,3.050303482950767,1.56490052108893,ABCDE8,P1,1,1,ABCDE8-1-a,-4.740075830592637,0.4479710823547043,-4.964061371769989,-4.516090289415285,0.47374236064456277,0.5191279454290552,0.4848148669200292,-9.25546268762925e-16,high,-5.790105060778664,-4.281398749098961,1.549774326133706,1.5087063116797035,Machine learning generated,6c86b40d4afeebed9bb229ef2b0e2083,0.007087612867441639,-0.8137854262568934,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,ClHfPtSnBr8
ML/group_1/Br8S2Ti4/new/fm,S2Ti4Br8-28395fbfff17,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C4,P1,1,1,AB2C4-1-a,-3.7847718425455934,0.0882451719775168,-3.8288944285343516,-3.740649256556835,0.127915622571805,0.12858392688341613,0.08832101370370271,-1.6430478965703985e-15,high,-3.067412627614685,-3.055905732266194,0.011506895348495583,0.011506895348491142,Machine learning generated,28395fbfff17fc5be15c23278feeecce,-0.01961195083460998,-1.3198856532169867,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,S2Ti4Br8
ML/group_1/BrCl7Pt2/new/fm,BrPt2Cl7-1307e768b81f,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C7,P1,1,1,AB2C7-1-a,-5.790042661293258,0.01971212896695196,-5.799898725776734,-5.780186596809782,0.42276315139465304,0.0,0.0,-1.924697083666303e-14,high,-6.671115772194513,-5.745696200610202,1.4221973178977416,0.9254195715843112,Machine learning generated,1307e768b81f409a5c7ab2d8e37fd863,0.010968911610448662,-0.33116551830748475,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,BrPt2Cl7
ML/group_1/Cl11Mo3N/new/fm,NMo3Cl11-fe0fad055432,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB11C3,P1,1,1,AB3C11-1-a,-5.1894534350863415,0.26437963815481247,-5.321643254163748,-5.057263616008935,0.26437963815481247,0.2628361830537944,0.2628361830537944,-0.0014399227812446392,high,-5.59228741082946,-4.690476206465635,0.9018112043638311,0.9018112043638249,Machine learning generated,fe0fad055432c3f3d8018a0c93daac21,0.0775467301800905,-0.7481847497765235,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,NMo3Cl11
ML/group_1/Cl6CuV/new/fm,CuVCl6-37e4fd3b3f4d,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC6,P1,1,1,ABC6-1-a,-5.630027973251748,0.29179831502969744,-5.775927130766597,-5.4841288157368995,0.34288742579327725,0.35540047235837946,0.3023215339689722,-0.009540934382708569,high,-6.5916898992703885,-4.766318460497611,1.8253714387727777,1.8253714387727777,Machine learning generated,37e4fd3b3f4d563403725b6937658029,0.004755995950196046,-0.8767695341065753,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,CuVCl6
ML/group_1/Cl9PTi2/new/fm,PTi2Cl9-3fa2c054128c,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C9,P1,1,1,AB2C9-1-a,-4.972514914289141,1.1306914170074212,-5.537860622792851,-4.40716920578543,1.1306914170074212,1.132381340008962,1.132381340008962,-9.311587024007333e-16,high,-5.988758112299811,-3.27098233014818,2.717775782151631,2.717775782151631,Machine learning generated,3fa2c054128cfc78b5413a1a94ab0c0c,0.11785410215151115,-1.3012421627293722,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,PTi2Cl9
ML/group_1/I11Se3Ti3V/new/fm,VSe3Ti3I11-f84a50464978,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB11C3D3,P1,1,1,AB3C3D11-1-a,-4.254253010365349,0.023136335597621738,-4.26582117816416,-4.242684842566538,0.03757995469758413,0.0,0.0,-7.967574593887722e-16,high,-4.372322852412516,-4.063824558178788,0.3084982942337282,0.3084982942337282,Machine learning generated,f84a504649782bb276880ad9c54262ed,0.0920691620665528,-0.6397372856999107,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,VSe3Ti3I11
ML/group_1/I7MoTi/new/fm,MoTiI7-d1587fdc0149,FM,True,2.0,y,-1268177.1599824354,-1268179.6100694076,-1268175.6437274425,1.5162549927936197,3.9663419649969,ABC7,P1,1,1,ABC7-1-a,-4.339456994569576,0.21884249103062992,-4.448878240084891,-4.230035749054261,0.23813976432554984,0.24808911942648937,0.24460256630680988,-1.0800631860037512e-15,high,-4.65792095603211,-3.921289667776214,0.7573972395692046,0.7366312882558961,Machine learning generated,d1587fdc01499d5f7f86a43f655aaa0f,0.14260522494982403,-0.409295308735705,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,MoTiI7
ML/group_1/I8NTi3/new/fm,NTi3I8-470f31490630,FM,True,2.0,y,-1725212.4474748345,-1725212.6453046177,-1725212.4445189675,0.00295586710308271,0.20078565034964413,AB3C8,P1,1,1,AB3C8-1-a,-3.9783491176328356,0.5259017948424707,-4.241300015054071,-3.7153982202116,0.5282607003489148,0.5520000488305228,0.5520000488305228,-1.0733922909837619e-15,high,-4.426392203281301,-2.795652837256872,1.632603638893452,1.6307393660244291,Machine learning generated,470f3149063020328c6e205d2aa2c803,0.042290231939508094,-0.8335766656150998,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,NTi3I8
ML/group_11/Br5MoSe2V/new/fm,MoVSe2Br5-75af477c779f,FM,True,2.0,z,-1349269.6588726798,-1349269.7401326436,-1349269.8033789396,-0.14450625985773513,-0.0632462961220881,ABC2D5,P1,1,1,ABC2D5-1-a,-3.8911420912129357,0.7399899843466775,-4.2611370833862745,-3.521147099039597,0.8757530163509091,0.8818566093087519,0.7457026787908081,-0.0043993247994001585,high,-5.124378390615642,-2.688080726771302,2.436787145322722,2.43629766384434,Machine learning generated,75af477c779fc17ef2e9c375a0437cba,-0.09624707895706253,-0.6637957918129452,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,MoVSe2Br5
ML/group_11/Cl9PdTi2/new/fm,PdTi2Cl9-6eed6fe3582c,FM,True,2.0,y,-1959875.7325011094,-1959875.9740099662,-1959875.7574039863,-0.024902876930354978,0.21660598008566012,AB2C9,P1,1,1,AB2C9-1-a,-4.972582490634119,0.5649758351462992,-5.255070408207269,-4.6900945730609696,0.6004664872016274,0.6123329573579079,0.5781385990503418,-0.003462093406459413,high,,,0.0,0.0,Machine learning generated,6eed6fe3582c0403578a4c417a404cd2,0.0641446817933009,-1.3405091818121526,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,PdTi2Cl9
ML/group_2/AlI3PdPtSe3/new/fm,AlPdPtI3Se3-26196bc12550,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCD3E3,P1,1,1,ABCD3E3-1-a,-4.2740889137133715,0.9730055347296047,-4.760591681078174,-3.7875861463485694,1.0013488359942686,1.0265011595780185,0.9980141291643618,-3.056892231531762e-14,high,-5.453696108103427,-3.724667202900761,1.7575166333186694,1.7290289052026666,Machine learning generated,26196bc125509e1ad86688ddf8d1ce51,0.181140588586732,-0.33344257309978276,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,AlPdPtI3Se3
ML/group_2/AsCu2I7SSe/new/fm,AsSSeCu2I7-a6a5eaede109,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCD2E7,P1,1,1,ABCD2E7-1-a,-4.43399113362009,0.2274907860233304,-4.5477365266317555,-4.320245740608425,0.2827151987617018,0.3435067909653329,0.2751985100502603,-0.009131888142015992,high,-5.296506494211734,-4.759502633655292,0.6424512607160242,0.5370038605564416,Machine learning generated,a6a5eaede1095a71808837437f0e8aa5,0.0742142658063749,-0.06424008575116898,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,AsSSeCu2I7
ML/group_2/Br10Cl2Hf4SSn/new/fm,SSnCl2Hf4Br10-a295b0a1a0bf,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC10D2E4,P1,1,1,ABC2D4E10-1-a,-3.564843866736461,0.6646533828099002,-3.897170558141411,-3.2325171753315107,0.6646533828099002,0.6718696576291743,0.6718696576291743,-0.0017231454561420514,high,-4.029151094615349,-2.7774240982493184,1.2517269963660307,1.2517269963660307,Machine learning generated,a295b0a1a0bfbc0612b5b25273215770,-0.043723234193936866,-1.2346369275624498,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,SSnCl2Hf4Br10
ML/group_2/Br14Nb5Se/new/fm,SeNb5Br14-650b33a8026f,FM,True,2.0,y,-3033514.4876673752,-3033514.4993326305,-3033514.446533438,0.041133937429549405,0.05279919287204393,AB14C5,P1,1,1,AB5C14-1-a,-4.260126958129,0.243553695747881,-4.38190380600294,-4.138350110255059,0.2745380392832244,0.28342740575523173,0.2484256235484983,-3.716024533937287e-15,high,-4.519718590752844,-3.6965268002256817,0.8498677825843455,0.8231917905271624,Machine learning generated,650b33a8026fdd394e43ac9172221f28,0.049078613965734985,-0.8965052701336618,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,SeNb5Br14
ML/group_2/Br3Se4SiTi2/new/fm,SiTi2Br3Se4-de48cd63b210,FM,True,2.0,x,-1247764.2311110946,-1247764.095271559,-1247764.1810875842,0.050023510311802966,-0.08581602537560684,AB2C3D4,P1,1,1,AB2C3D4-1-a,-3.421423308287264,0.1624222363862704,-3.502634426480399,-3.3402121900941286,0.24298418777432396,0.2422440089640343,0.16359150329440508,-3.9097842647397957e-13,high,-3.190191486055503,-2.6025184215301254,0.697399668884136,0.5876730645253776,Machine learning generated,de48cd63b210eeb031a58451949b8276,0.03254838802954685,-0.9558260717100694,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,SiTi2Br3Se4
ML/group_2/Br8Cl2HfPt2/new/fm,HfCl2Pt2Br8-f98cc3c745be,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C2D8,P1,1,1,AB2C2D8-1-a,-5.203493634211366,0.16877971264277747,-5.287883490532755,-5.119103777889977,0.16877971264277747,0.24003824649037497,0.24003824649037497,-3.5471716304143454e-15,high,-5.943916641692792,-5.375643500069403,0.568273141623389,0.568273141623389,Machine learning generated,f98cc3c745bec44b25633b4b27dc0082,-0.019091016150274198,-0.7008719958439067,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,HfCl2Pt2Br8
ML/group_2/Br9GeNb2/new/fm,GeNb2Br9-18423aa22ae6,FM,True,2.0,x,-1491941.332648058,-1491940.5896589046,-1491940.3080919806,1.024556077481975,0.28156692405900685,AB2C9,P1,1,1,AB2C9-1-a,-4.308329408034506,0.3995741069261136,-4.508116461497563,-4.1085423545714495,0.3995741069261136,0.39335364239757986,0.39335364239757986,-0.005482556964488571,high,-4.762381320743386,-3.481976283934071,1.2804050368093152,1.2804050368093152,Machine learning generated,18423aa22ae6cbfbb89e0fbdeafad1cb,0.010519143552434884,-0.8392890167271752,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,GeNb2Br9
ML/group_2/Cl10Hf2Ti/new/fm,TiHf2Cl10-d279dbe7f03d,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB10C2,P1,1,1,AB2C10-1-a,-3.4908373678559013,0.5281823973219679,-3.7549285665168854,-3.2267461691949175,0.5315100274267501,0.5448270177586338,0.541576667059791,3.217428457661638e-16,high,-4.052559768667686,-2.294202271618025,1.7615807711079605,1.7583574970496616,Machine learning generated,d279dbe7f03def19aef0b5ca8a341266,0.07051928273837094,-1.6793634157373418,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,TiHf2Cl10
ML/group_2/Cl4S2Ti2/new/fm,S2Ti2Cl4-ada89774ddc1,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC2,P1,1,1,ABC2-1-a,-5.678895097896634,1.1150637638954164,-6.236426979844342,-5.121363215948926,1.1150637638954164,1.1153516053734398,1.1153516053734398,-3.4495891673816526e-15,high,-6.860775886769675,-4.249658784668164,2.6111171021015105,2.6111171021015105,Machine learning generated,ada89774ddc182cd7ac786b178e98e5d,0.10517640718757293,-1.391826166348336,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,S2Ti2Cl4
ML/group_2/Cl8MoW2/new/fm,MoW2Cl8-d40a2e5a1579,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C8,P1,1,1,AB2C8-1-a,-4.272944567609318,0.901925780541831,-4.723907457880233,-3.821981677338402,0.9028257708793106,0.9472695826041213,0.9472695826041213,-0.007976925829249967,high,-5.029333244541223,-3.386276992119408,1.643056252421815,1.643056252421815,Machine learning generated,d40a2e5a157946cda172c6b5e22091dd,0.10857991098641617,-0.7569869015573416,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,MoW2Cl8
ML/group_2/I6SeTiZr/new/fm,SeTiZrI6-7d0282a17790,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCD6,P1,1,1,ABCD6-1-a,-4.548210493452954,1.406841214722141,-5.251631100814024,-3.8447898860918834,1.4360110664541286,1.6117445724033006,1.5707258265200537,-0.00725735253931588,high,-5.827944172645516,-2.8259674555772056,3.02409689647365,3.0019767170683105,Machine learning generated,7d0282a1779068801bcb05f4fb9cbe7b,0.019552397143988043,-0.8895615240889083,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,SeTiZrI6
ML/group_3/As2S6Ti2/new/fm,As2Ti2S6-1d5b8ea7c7d4,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC3,P1,1,1,ABC3-1-a,-4.165534789184376,0.8795405883463996,-4.6053050833575755,-3.725764495011176,1.031008550896324,1.0462071281192715,0.8872962726283227,-0.003035205252942894,high,-4.874465939623393,-3.1797496433299193,1.8463834903724452,1.6947162962934739,Machine learning generated,1d5b8ea7c7d44b02d1f8bb5e8af4fce6,0.17444452399095933,-0.6683476006219855,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,As2Ti2S6
ML/group_3/Br10HfPtSnTi/new/fm,HfPtSnTiBr10-59d010714c64,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCDE10,P1,1,1,ABCDE10-1-a,-4.4901483045392085,0.8794299265870098,-4.9298632678327134,-4.050433341245704,0.9033578882023114,1.0480467828128157,1.0156999831933637,-0.0038261092601119344,high,-5.6377392833010695,-2.8988491349919596,2.771133515827741,2.73889014830911,Machine learning generated,59d010714c6412bac9f39c6a81c9f624,0.006815301518140693,-1.0064960131980831,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,HfPtSnTiBr10
ML/group_3/Br12Pt3Ti/new/fm,TiPt3Br12-fb1f73e555de,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB12C3,P1,1,1,AB3C12-1-a,-4.906646425667382,0.3929289496388346,-5.103110900486799,-4.710181950847964,0.3989846541230566,0.6313476740996347,0.6264063191618847,-0.006772588392427429,high,-5.9858746281322945,-3.961669832667371,2.025362873662624,2.0242047954649234,Machine learning generated,fb1f73e555de73e7a100ade51327d267,0.07707128471646385,-0.48301429966058684,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,TiPt3Br12
ML/group_3/Br15Nb3Ta2/new/fm,Ta2Nb3Br15-8f3333a8f3d1,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,A15B2C3,P1,1,1,A2B3C15-1-a,-3.8677607730956582,0.27450357851745855,-4.005012562354388,-3.730508983836929,0.27450357851745855,0.3662307590941083,0.3662307590941083,-0.0037204585487190275,high,-4.15544090499514,-3.28140155045765,0.8740393545374898,0.8740393545374898,Machine learning generated,8f3333a8f3d1cf71d476a769cd170781,0.1446323243076768,-0.8075219574903059,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,Ta2Nb3Br15
ML/group_3/Br3IOTi/new/fm,IOTiBr3-8138b735c242,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCD3,P1,1,1,ABCD3-1-a,-5.216264708569385,0.0,,,0.0,0.0,0.0,-0.0025580261332023074,high,,,0.0,0.0,Machine learning generated,8138b735c2426d0e6d3476e5f74c028a,0.15130347218904894,-1.1647011477921172,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,IOTiBr3
ML/group_3/Br6Cl2MoW/new/fm,MoWCl2Br6-48a7f899442e,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC2D6,P1,1,1,ABC2D6-1-a,-4.601672104536062,0.09003900039854873,-4.646691604735336,-4.556652604336787,0.09003900039854873,0.11077139532203528,0.11077139532203528,-1.791361562612841e-15,high,-4.839860255968722,-4.482855781930658,0.3570044740380638,0.3570044740380638,Machine learning generated,48a7f899442e448f7db79a15b6ecd000,0.1199195952696287,-0.5393020346512649,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,MoWCl2Br6
ML/group_3/Br7Mo2S2Ta/new/fm,TaMo2S2Br7-41146fdd279c,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C2D7,P1,1,1,AB2C2D7-1-a,-5.01372434153605,0.5454892218258713,-5.286468952448986,-4.740979730623114,0.5461337566059532,0.5623547140084506,0.5623547140084506,-0.0029971826387638536,high,-5.779163993346626,-4.1988255963528225,1.5810005727534575,1.5803383969938034,Machine learning generated,41146fdd279c465524c5dfc61b1ea3f9,0.14610818742771126,-0.736024347504293,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,TaMo2S2Br7
ML/group_3/Br8Cl2PdPt2/new/fm,PdCl2Pt2Br8-9af912ac66cf,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,AB2C2D8,P1,1,1,AB2C2D8-1-a,-5.368103906261342,0.07254591773659058,-5.404376865129637,-5.331830947393047,0.07254591773659502,0.22027185584598286,0.22027185584598286,-3.5110558162176806e-16,high,-6.019326859712881,-5.475110206200317,0.5442166535125637,0.5442166535125637,Machine learning generated,9af912ac66cf00aff4541d1349c5feaf,0.07491580416685684,-0.19871952813117788,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,PdCl2Pt2Br8
ML/group_3/Br9Cl5Hf3MoORu/new/fm,MoORuHf3Cl5Br9-764ed7e869ca,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCD3E5F9,P1,1,1,ABCD3E5F9-1-a,-4.337967110562199,0.5672652054684182,-4.621599713296408,-4.05433450782799,0.5686183688551427,0.5674832105472305,0.5663999087760319,-0.0005350482220581018,high,-5.154586017113552,-3.599909174275662,1.5560343389187903,1.5546768428378894,Machine learning generated,764ed7e869ca13da1d99429ae569bbdc,0.04071266500997561,-1.251780709135447,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,MoORuHf3Cl5Br9
ML/group_3/Br9PtSnV/new/fm,PtSnVBr9-5ea08725a756,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABCD9,P1,1,1,ABCD9-1-a,-5.009315926185748,0.3282185597818561,-5.173425206076676,-4.84520664629482,0.3377010997664005,0.5519099100578506,0.5192356315998374,-0.00502700662618003,high,-5.7899657779955644,-4.517100826241879,1.2820984951205547,1.2728649517536859,Machine learning generated,5ea08725a7565df1d7e4091141bd9e39,0.04898139642747734,-0.5432015391222643,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,PtSnVBr9
ML/group_3/BrCl9Hf4OTe2/new/fm,BrOTe2Hf4Cl9-6d73d3708930,NM,False,1.0,z,0.0,0.0,0.0,0.0,0.0,ABC2D4E9,P1,1,1,ABC2D4E9-1-a,-4.291391048955846,1.8795481759732078,-5.23116513694245,-3.3516169609692423,1.8795481759732078,1.9982314420824152,1.9982314420824152,-0.001328948293042401,high,-5.6489962433788765,-2.8539595060374543,2.795036737341422,2.795036737341422,Machine learning generated,6d73d370893091346840daf67b5fb1bc,0.017688875846336716,-1.7314281024189004,3.0,1D,PBE,,,,,,,,,,,,,,,,,,,,,,,BrOTe2Hf4Cl9
